Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
176.5,65.07123,64.49065,64.04929,63.01096,62.81623,62.73376,61.66571
177,64.98492,64.4913,64.06485,62.98486,62.85258,62.75978,61.66095
177.5,64.84296,64.42757,64.0243,62.9316,62.83147,62.75979,61.71609
178,64.7053,64.32409,63.96785,62.99136,62.78193,62.76789,61.78138
178.5,64.53748,64.19985,63.88789,63.03355,62.77638,62.72146,61.78823
179,64.40386,64.1128,63.81575,63.04803,62.84367,62.53641,61.8096
179.5,64.26001,64.00841,63.72352,63.04444,62.90298,62.61088,61.84
180,64.1291,63.90273,63.65019,63.00369,62.89621,62.66817,61.84563
180.5,64.01085,63.80283,63.56245,62.96078,62.88039,62.67531,61.7988
181,63.87639,63.7122,63.51129,62.88007,62.83205,62.63799,61.77065
181.5,63.77541,63.6406,63.42316,62.88934,62.79655,62.60548,61.78177
182,63.6668,63.53176,63.3407,62.85406,62.73487,62.57364,61.7451
182.5,63.57488,63.44648,63.27241,62.80922,62.69875,62.51342,61.71609
183,63.51495,63.36611,63.20627,62.7476,62.67341,62.41023,61.66294
183.5,63.57619,63.36056,63.18257,62.73661,62.65507,62.34986,61.58281
184,63.66162,63.37139,63.18446,62.71434,62.60203,62.33907,61.52332
184.5,63.74995,63.41658,63.20164,62.67556,62.5885,62.36597,61.48383
185,63.87816,63.50142,63.25596,62.65101,62.56028,62.34877,61.42459
185.5,64.02627,63.58483,63.30769,62.56264,62.48086,62.27623,61.41107
186,64.15765,63.67996,63.35578,62.56238,62.47922,62.26151,61.40254
186.5,64.27416,63.79052,63.41263,62.60369,62.41812,62.29777,61.36623
187,64.38224,63.8293,63.459,62.6209,62.43028,62.32095,61.2927
187.5,64.48315,63.90246,63.52046,62.49042,62.48166,62.28162,61.30091
188,64.56572,63.98229,63.59869,62.50406,62.48198,62.35497,61.33937
188.5,64.69043,64.06227,63.65412,62.61042,62.51464,62.3688,61.33666
189,64.78665,64.11743,63.69001,62.69148,62.52888,62.3812,61.38261
189.5,64.86802,64.20502,63.75833,62.66492,62.58843,62.1746,61.46516
190,64.93967,64.27622,63.83161,62.54033,62.5511,62.32213,61.59021
190.5,65.03506,64.32252,63.87333,62.65907,62.47258,62.29413,61.62951
191,65.09038,64.38842,63.9234,62.73488,62.52705,62.26684,61.66262
191.5,65.16835,64.45034,63.99588,62.78848,62.59558,62.33147,61.68547
192,65.24949,64.51842,64.02266,62.79146,62.71451,62.34984,61.69442
192.5,65.32119,64.59426,64.10288,62.79098,62.77097,62.49287,61.72816
193,65.39843,64.64238,64.14641,62.85105,62.8237,62.42758,61.77264
193.5,65.5033,64.72639,64.20542,62.9126,62.84507,62.57409,61.81147
194,65.53431,64.76866,64.27523,63.01446,62.83649,62.71614,61.81276
194.5,65.61935,64.84224,64.3431,63.07859,62.89053,62.75134,61.85142
195,65.68307,64.90551,64.39399,63.1013,62.93597,62.89529,61.90378
195.5,65.78744,64.97871,64.44929,63.18778,62.94944,62.99852,61.94848
196,65.83277,65.05433,64.51506,63.24337,63.02478,63.02955,61.98825
196.5,65.88342,65.10568,64.58111,63.30509,63.14459,63.1078,62.01716
197,65.8667,65.1314,64.60775,63.26406,63.15429,63.19073,62.08359
197.5,65.82661,65.15233,64.63878,63.34976,63.25745,63.1651,62.1645
198,65.75054,65.13085,64.63818,63.4339,63.31772,63.10094,62.20458
198.5,65.66059,65.09641,64.59983,63.43721,63.31115,63.09024,62.16265
199,65.6102,65.04028,64.57742,63.44517,63.31614,63.18843,62.10356
199.5,65.53548,64.98871,64.57725,63.47064,63.34643,63.27267,62.14443
200,65.45401,64.94785,64.52927,63.49882,63.37254,63.29121,62.27504
200.5,65.42043,64.93238,64.53285,63.55202,63.39912,63.29437,62.34342
201,65.35535,64.8891,64.50883,63.57396,63.43115,63.28095,62.38855
201.5,65.28897,64.8585,64.51174,63.58477,63.46079,63.16826,62.37113
202,65.25134,64.81925,64.46927,63.4638,63.44358,63.04337,62.3151
202.5,65.19338,64.78585,64.43035,63.42633,63.40427,63.0936,62.35064
203,65.13829,64.73074,64.41104,63.47562,63.38079,63.17962,62.36596
203.5,65.08865,64.70886,64.36552,63.51261,63.44395,63.23383,62.37243
204,65.06967,64.68553,64.3571,63.55857,63.41875,63.16708,62.31116
204.5,65.02974,64.64284,64.3447,63.58023,63.43857,63.10219,62.31399
205,64.96876,64.60823,64.29173,63.53934,63.39814,63.20363,62.31075
205.5,64.94565,64.57135,64.27091,63.49196,63.38703,63.13535,62.38093
206,64.90011,64.55219,64.24555,63.46495,63.349,63.13452,62.41408
206.5,64.85184,64.51586,64.22138,63.33446,63.33145,63.19502,62.32464
207,64.82801,64.47802,64.2097,63.39953,63.36025,63.17653,62.35414
207.5,64.78855,64.46885,64.17666,63.38146,63.37822,63.04528,62.34663
208,64.79362,64.43009,64.15786,63.26076,63.33603,62.96291,62.3577
208.5,64.74717,64.40543,64.11278,63.2414,63.23748,62.89351,62.40448
209,64.69896,64.36043,64.07098,63.20761,63.08269,62.90976,62.39709
209.5,64.67694,64.33061,64.07329,63.1341,63.16691,63.02244,62.35364
210,64.62862,64.30913,64.03735,63.17197,63.20937,63.02289,62.35891
210.5,64.58655,64.30033,63.99848,63.28521,63.11185,62.99127,62.37872
211,64.57353,64.24301,63.97765,63.28997,63.11295,63.01991,62.36396
211.5,64.56934,64.21725,63.95372,63.27658,63.17508,62.97736,62.27961
212,64.50099,64.20765,63.92714,63.18712,63.1623,62.93266,62.24523
212.5,64.46525,64.15859,63.89804,63.22035,63.07707,62.95441,62.2415
213,64.45953,64.13588,63.89094,63.19676,63.06472,62.92233,62.19172
213.5,64.44005,64.11893,63.85355,63.12869,63.04579,62.89719,62.13718
214,64.39144,64.08868,63.81137,63.13262,63.05109,62.85152,62.10482
214.5,64.36545,64.05236,63.77825,63.1615,63.0538,62.76492,62.06688
215,64.3192,64.01275,63.76895,63.14396,63.01491,62.6863,62.04957
215.5,64.28774,63.99437,63.74666,63.06832,62.97715,62.63729,62.0033
216,64.25697,63.96428,63.70945,63.00862,62.91675,62.65427,61.96402
216.5,64.21634,63.94087,63.69155,63.02665,62.94236,62.66473,61.92969
217,64.18097,63.92776,63.66673,63.0124,62.88563,62.5894,61.84699
217.5,64.13234,63.88256,63.6314,62.9957,62.88156,62.51047,61.76046
218,64.09928,63.81737,63.57515,62.98275,62.82246,62.37696,61.74429
218.5,64.04975,63.77954,63.53938,62.90682,62.80302,62.24638,61.70991
219,64.00663,63.7355,63.49258,62.80162,62.80412,62.26079,61.71009
219.5,63.95646,63.68762,63.43758,62.78011,62.80305,62.36467,61.73176
220,63.88076,63.66607,63.42522,62.80228,62.72786,62.42083,61.75647
220.5,63.81422,63.60091,63.37359,62.8147,62.69228,62.36688,61.68298
221,63.70924,63.54734,63.30876,62.77625,62.6931,62.29811,61.61511
221.5,63.60239,63.4414,63.23289,62.70827,62.649,62.33393,61.57973
222,63.49289,63.34176,63.19821,62.66377,62.60221,62.31262,61.56439
222.5,63.40487,63.27187,63.10054,62.6019,62.5571,62.27416,61.52569
223,63.28989,63.20395,63.04615,62.59552,62.4832,62.25285,61.4543
223.5,63.19464,63.09973,62.9619,62.57772,62.45278,62.2803,61.45947
224,63.10978,63.0252,62.88301,62.55049,62.4035,62.28452,61.37847
224.5,63.01345,62.94953,62.83465,62.49223,62.33582,62.15783,61.3983
225,62.9197,62.86541,62.75076,62.39988,62.30248,61.98095,61.36563
225.5,62.81792,62.7882,62.66161,62.32629,62.26563,61.8481,61.3313
226,62.72222,62.698,62.60952,62.30156,62.21173,61.92878,61.33045
226.5,62.64972,62.6232,62.53081,62.24845,62.15127,61.80034,61.26033
227,62.5549,62.54423,62.44219,62.12525,62.10777,61.80919,61.16672
227.5,62.46898,62.45394,62.36613,62.09181,62.0362,61.75898,61.10479
228,62.3628,62.37118,62.29485,62.04351,61.96264,61.70012,61.07439
228.5,62.27351,62.29452,62.20464,61.98358,61.88502,61.61009,60.92943
229,62.19207,62.18253,62.12503,61.93026,61.79472,61.55975,60.83289
229.5,62.08328,62.12243,62.04862,61.85324,61.74663,61.43219,60.72781
230,62.02131,62.03474,61.95701,61.7744,61.6648,61.25249,60.68019
230.5,61.90485,61.95456,61.87155,61.6308,61.57265,61.27634,60.62155
231,61.82207,61.85455,61.79703,61.56183,61.53331,61.21678,60.58151
231.5,61.75068,61.78294,61.72518,61.51546,61.42285,61.13227,60.54064
232,61.6634,61.70782,61.65259,61.45889,61.37455,61.10028,60.49095
232.5,61.60471,61.64018,61.5815,61.40922,61.29891,61.05129,60.37944
233,61.54714,61.56606,61.49521,61.34918,61.20303,60.97379,60.26928
233.5,61.45744,61.48992,61.40941,61.25972,61.1648,60.85698,60.15381
234,61.38345,61.41087,61.36252,61.19724,61.08279,60.68903,60.08303
234.5,61.29866,61.34492,61.26371,61.10533,61.01707,60.65363,59.99959
235,61.21055,61.26209,61.20248,61.04354,60.92678,60.49394,59.89134
235.5,61.13432,61.18218,61.12785,60.91846,60.86741,60.36241,59.80045
236,61.06129,61.10019,61.06423,60.72983,60.81021,60.39712,59.75587
236.5,60.98107,61.03468,60.97206,60.6626,60.74988,60.3315,59.74862
237,60.92152,60.96709,60.90838,60.54392,60.69761,60.22912,59.75747
237.5,60.83823,60.87942,60.83082,60.48514,60.59012,60.17907,59.7527
238,60.75906,60.80209,60.76497,60.53252,60.54558,60.21014,59.65734
238.5,60.68152,60.76223,60.68352,60.53413,60.46077,60.04971,59.54286
239,60.5831,60.66106,60.60831,60.43952,60.37995,59.97555,59.49373
239.5,60.52929,60.58197,60.53473,60.36975,60.2957,59.96828,59.41658
240,60.45466,60.53055,60.4709,60.3171,60.2111,59.90092,59.34275
240.5,60.40279,60.45914,60.38064,60.25565,60.10391,59.75074,59.26519
241,60.31183,60.35693,60.326,60.1215,60.06537,59.6784,59.18801
241.5,60.22651,60.30148,60.25446,60.09508,60.00217,59.57083,59.13514
242,60.17194,60.20577,60.18541,59.99631,59.97948,59.49343,59.13544
242.5,60.08452,60.1388,60.07982,59.95925,59.84864,59.42923,59.06042
243,60.00738,60.05315,60.03692,59.89267,59.82228,59.4208,59.0221
243.5,59.94001,59.99521,59.93944,59.83832,59.77345,59.32713,58.97923
244,59.86251,59.93518,59.88193,59.77932,59.70755,59.17915,58.90297
244.5,59.81765,59.86274,59.82834,59.62574,59.63005,59.11543,58.82452
245,59.7062,59.78393,59.74953,59.56856,59.53586,59.03939,58.72823
245.5,59.62553,59.7074,59.66334,59.55677,59.41372,59.06071,58.66861
246,59.55518,59.63359,59.57022,59.48788,59.31631,59.02883,58.56818
246.5,59.49797,59.55846,59.51922,59.37241,59.31465,58.97796,58.49269
247,59.42851,59.48624,59.44562,59.34744,59.27795,58.89619,58.38077
247.5,59.34709,59.42574,59.38604,59.25188,59.21641,58.82177,58.24031
248,59.28055,59.33621,59.32202,59.1744,59.12422,58.65275,58.16579
248.5,59.21259,59.27744,59.22462,59.11618,59.07796,58.6327,58.10594
249,59.145,59.21398,59.15863,59.08547,58.98056,58.59278,58.02875
249.5,59.06259,59.13755,59.10588,58.98241,58.87243,58.56928,57.98131
250,59.00901,59.07225,59.03552,58.90082,58.81177,58.33013,57.85644
250.5,58.90984,59.01125,58.94416,58.65803,58.7104,58.35618,57.7548
251,58.84208,58.93107,58.85892,58.59568,58.55767,58.24276,57.75892
251.5,58.77211,58.83512,58.78182,58.65486,58.47631,58.18234,57.72655
252,58.69236,58.76319,58.71909,58.61246,58.47256,57.93497,57.59579
252.5,58.61894,58.68033,58.6445,58.55335,58.44449,57.92691,57.45542
253,58.55768,58.61378,58.55564,58.45444,58.36422,57.84708,57.36636
253.5,58.47408,58.54329,58.48768,58.34527,58.28471,57.89893,57.32617
254,58.39199,58.4635,58.42398,58.2922,58.22313,57.76441,57.26825
254.5,58.29591,58.37731,58.3325,58.23756,58.11879,57.68997,57.21013
255,58.21647,58.30477,58.29101,58.14721,58.05283,57.5927,57.19362
255.5,58.16059,58.2282,58.20132,58.05991,58.00463,57.50055,57.10513
256,58.08097,58.15409,58.12767,57.95711,57.94899,57.38438,57.00366
256.5,58.021,58.09228,58.03917,57.84775,57.87092,57.26993,56.92371
257,57.92871,58.01264,57.95493,57.76316,57.71546,57.16185,56.90976
257.5,57.82159,57.92438,57.87127,57.70466,57.61255,57.17445,56.76261
258,57.75391,57.84981,57.80934,57.64201,57.55082,57.07359,56.65988
258.5,57.66948,57.73178,57.69822,57.54909,57.51542,56.9788,56.58165
259,57.60762,57.66808,57.64993,57.51877,57.42205,56.84974,56.55869
259.5,57.5303,57.59928,57.58549,57.47128,57.37133,56.81604,56.48423
260,57.49926,57.54569,57.50083,57.41547,57.255,56.81799,56.46386
260.5,57.43894,57.48882,57.45386,57.31588,57.16598,56.80147,56.34879
261,57.36242,57.42219,57.39091,57.28347,57.13242,56.73361,56.22267
261.5,57.29859,57.38137,57.31303,57.20364,57.11105,56.68484,56.1352
262,57.27442,57.32268,57.26562,57.14002,57.04512,56.60533,56.06302
262.5,57.2234,57.26937,57.20701,57.0744,57.00597,56.57054,56.07958
263,57.17531,57.18928,57.15062,57.00623,56.97048,56.46575,56.03002
263.5,57.13543,57.14456,57.09002,56.94832,56.86238,56.36155,56.02183
264,57.06857,57.11154,57.05239,56.88663,56.81635,56.36777,55.96864
264.5,57.02584,57.05155,56.99378,56.84896,56.64032,56.2845,55.95467
265,56.95125,56.98593,56.92816,56.80147,56.62644,56.26417,55.88689
265.5,56.90648,56.90319,56.87004,56.71483,56.59826,56.20076,55.74793
266,56.84193,56.87752,56.81215,56.63836,56.53675,56.1602,55.6735
266.5,56.80295,56.82151,56.76764,56.58798,56.52044,56.10935,55.554
267,56.74587,56.75477,56.67511,56.53117,56.45005,56.04217,55.46745
267.5,56.66407,56.69805,56.62,56.49469,56.40597,55.99624,55.39225
268,56.64184,56.6604,56.58926,56.44782,56.34758,55.88488,55.31932
268.5,56.61823,56.6018,56.53157,56.41182,56.2531,55.87237,55.2757
269,56.54851,56.57052,56.47773,56.31554,56.23486,55.78527,55.23741
269.5,56.55813,56.52903,56.45489,56.25522,56.18053,55.74175,55.21231
270,56.53474,56.50081,56.41377,56.18392,56.15252,55.62437,55.20456
270.5,56.52367,56.50055,56.3921,56.10571,56.0568,55.59958,55.21823
271,56.51694,56.45768,56.36442,56.10458,55.97323,55.54502,55.17771
271.5,56.50249,56.43931,56.32763,56.05539,55.96848,55.5177,55.11698
272,56.50394,56.40945,56.30514,56.009,55.94167,55.49802,55.06757
272.5,56.48665,56.3772,56.27173,55.99985,55.89313,55.43289,55.06878
273,56.47202,56.38352,56.24811,55.99827,55.86277,55.45734,55.00684
273.5,56.45762,56.36106,56.23739,55.92323,55.84714,55.4348,54.96333
274,56.43074,56.3298,56.18311,55.85499,55.78489,55.37346,54.90151
274.5,56.44095,56.33794,56.19102,55.84987,55.73899,55.35774,54.88209
275,56.4254,56.3065,56.16649,55.81665,55.69357,55.30287,54.84149
275.5,56.41149,56.27671,56.1588,55.75883,55.69378,55.2441,54.79078
276,56.386,56.25282,56.12569,55.69127,55.67667,55.26569,54.79555
276.5,56.3816,56.23346,56.0985,55.68981,55.63467,55.23612,54.80584
277,56.37653,56.21527,56.07455,55.69769,55.59786,55.1014,54.7174
277.5,56.35404,56.1976,56.0562,55.67118,55.56145,55.14607,54.67543
278,56.33564,56.16654,56.00763,55.62422,55.56701,55.11109,54.60679
278.5,56.3214,56.17233,56.01204,55.61227,55.50829,55.10558,54.57547
279,56.30081,56.14114,55.97739,55.59929,55.51835,55.10204,54.53506
279.5,56.28692,56.11735,55.97639,55.58608,55.48694,55.01533,54.54927
280,56.26327,56.10337,55.9327,55.54824,55.45923,55.03255,54.50726
280.5,56.2572,56.07979,55.91304,55.52352,55.43128,55.00736,54.4634
281,56.2278,56.07987,55.92049,55.43417,55.4108,55.01476,54.44176
281.5,56.21167,56.05706,55.88731,55.48525,55.4043,55.01032,54.44654
282,56.20662,56.01885,55.87028,55.46428,55.37274,54.99857,54.42441
282.5,56.18958,56.0147,55.8385,55.38034,55.33855,54.88651,54.37085
283,56.17433,56.00497,55.82624,55.37221,55.28066,54.92745,54.32238
283.5,56.13404,55.98794,55.7917,55.35227,55.23722,54.83815,54.28906
284,56.13946,55.96342,55.78836,55.25545,55.24314,54.70789,54.27839
284.5,56.09844,55.93023,55.74918,55.24911,55.21699,54.64441,54.21028
285,56.08241,55.89393,55.72715,55.24521,55.20917,54.69742,54.20706
285.5,56.07021,55.87874,55.70436,55.20726,55.18205,54.65163,54.17532
286,56.02557,55.87186,55.665,55.19238,55.10496,54.66947,54.12862
286.5,56.02116,55.83705,55.66473,55.13506,55.03151,54.7103,54.08025
287,56.00413,55.80159,55.61822,55.12992,54.98467,54.70125,54.11822
287.5,55.98283,55.78789,55.59069,55.15206,54.98538,54.64758,54.14775
288,55.94916,55.75491,55.5713,55.11219,54.97293,54.62982,54.10579
288.5,55.93411,55.71913,55.54358,55.05999,54.95713,54.58429,53.93783
289,55.90517,55.71712,55.5289,55.01421,54.94453,54.50324,53.81386
289.5,55.89634,55.66845,55.48506,54.94664,54.8516,54.49489,53.83755
290,55.8442,55.65546,55.47184,54.95905,54.83475,54.4755,53.72293
290.5,55.8128,55.62635,55.42062,54.95498,54.82907,54.42856,53.68335
291,55.78968,55.58619,55.40578,54.91308,54.83141,54.40048,53.66609
291.5,55.79586,55.57694,55.39607,54.94325,54.82264,54.43688,53.64809
292,55.78146,55.57013,55.36991,54.92027,54.81947,54.41159,53.62948
292.5,55.83946,55.5731,55.37104,54.92492,54.78195,54.29847,53.61661
293,55.84695,55.55295,55.36356,54.82547,54.78827,54.37554,53.64091
293.5,55.87815,55.59406,55.392,54.83371,54.71355,54.37687,53.71118
294,55.88237,55.59298,55.38032,54.8109,54.72668,54.36903,53.66161
294.5,55.92999,55.61781,55.38673,54.78045,54.73956,54.35748,53.66273
295,55.93167,55.63031,55.40361,54.80515,54.68982,54.33516,53.60697
295.5,55.94758,55.64646,55.39442,54.79255,54.69819,54.31518,53.58468
296,55.97262,55.65746,55.40058,54.80495,54.70092,54.32713,53.54198
296.5,55.99568,55.65427,55.41467,54.84204,54.68801,54.20289,53.5904
297,56.00049,55.67704,55.40267,54.75435,54.68557,54.31363,53.64238
297.5,56.03099,55.69626,55.42719,54.794,54.70886,54.3731,53.62187
298,56.04016,55.70382,55.42115,54.82321,54.7012,54.36844,53.61259
298.5,56.06061,55.70033,55.43978,54.82473,54.69327,54.31579,53.56061
299,56.07017,55.72232,55.46661,54.75105,54.69242,54.3585,53.63908
299.5,56.0873,55.73992,55.45565,54.77966,54.7072,54.36706,53.68708
300,56.10951,55.73173,55.47556,54.74956,54.72872,54.36784,53.71322
300.5,56.10191,55.72873,55.48662,54.78698,54.69078,54.3004,53.72645
301,56.10966,55.73971,55.48193,54.79454,54.70272,54.34507,53.70634
301.5,56.06899,55.74832,55.47534,54.80477,54.67654,54.39702,53.68983
302,56.06741,55.73062,55.47169,54.81848,54.64693,54.3757,53.67543
302.5,56.03176,55.72352,55.44754,54.8215,54.70687,54.42435,53.63048
303,56.02951,55.71044,55.44344,54.82716,54.70999,54.33897,53.64399
303.5,56.01412,55.69206,55.44279,54.8334,54.69411,54.36872,53.67536
304,55.99691,55.66747,55.41613,54.827,54.6619,54.3879,53.65789
304.5,55.97753,55.68563,55.39766,54.85388,54.73303,54.35671,53.63683
305,55.96945,55.67363,55.41146,54.81487,54.72466,54.36125,53.64714
305.5,55.95655,55.64668,55.39349,54.82539,54.74486,54.35218,53.63922
306,55.92925,55.65323,55.40212,54.83121,54.72533,54.24714,53.64619
306.5,55.93643,55.63231,55.38004,54.78776,54.72843,54.30509,53.66151
307,55.92193,55.64913,55.39732,54.79491,54.71231,54.34959,53.66083
307.5,55.92932,55.63027,55.37708,54.79232,54.71271,54.39009,53.67761
308,55.91172,55.61428,55.37652,54.81792,54.71758,54.37813,53.72029
308.5,55.90638,55.59351,55.37924,54.80403,54.7159,54.38175,53.74397
309,55.92127,55.58606,55.3681,54.78621,54.67043,54.35495,53.79186
309.5,55.91286,55.60781,55.35093,54.77036,54.67347,54.24113,53.8062
310,55.88717,55.60699,55.369,54.72757,54.64104,54.14531,53.77606
310.5,55.88315,55.59215,55.33734,54.71454,54.59851,54.16086,53.7681
311,55.8897,55.56715,55.33537,54.70466,54.66008,54.20147,53.75914
311.5,55.8786,55.55789,55.30768,54.72186,54.67244,54.22997,53.7609
312,55.86495,55.58731,55.31845,54.75012,54.66567,54.28819,53.76589
312.5,55.86764,55.55567,55.33587,54.78428,54.65928,54.32513,53.73021
313,55.86817,55.55852,55.32005,54.77638,54.62418,54.29325,53.69601
313.5,55.84827,55.56072,55.31466,54.76299,54.57437,54.23998,53.69023
314,55.83839,55.56903,55.32182,54.71624,54.60137,54.22987,53.72738
314.5,55.81569,55.54057,55.31178,54.7394,54.59757,54.2505,53.76946
315,55.78231,55.53667,55.28784,54.66908,54.61851,54.19584,53.78626
315.5,55.75081,55.50331,55.26738,54.66613,54.59551,54.16846,53.76809
316,55.72673,55.47417,55.2479,54.66067,54.55916,54.21002,53.77323
316.5,55.73285,55.46348,55.23952,54.66538,54.55926,54.2772,53.74728
317,55.67952,55.43316,55.20298,54.60036,54.54517,54.26495,53.69883
317.5,55.66193,55.41673,55.21511,54.63852,54.58518,54.10488,53.68951
318,55.63683,55.37711,55.18953,54.60587,54.52948,54.03603,53.64162
318.5,55.60232,55.38382,55.17459,54.64559,54.51458,54.12993,53.67168
319,55.60155,55.35381,55.16001,54.66015,54.49019,54.18092,53.67703
319.5,55.56704,55.34509,55.11949,54.63864,54.49864,54.09002,53.62945
320,55.53253,55.29905,55.12575,54.50734,54.47751,54.0698,53.57994
320.5,55.5205,55.28749,55.084,54.51101,54.41433,54.07992,53.63733
321,55.50561,55.23734,55.06749,54.54363,54.40201,54.00121,53.62501
321.5,55.46085,55.22298,55.01834,54.54688,54.426,53.98417,53.55977
322,55.44561,55.19783,55.01669,54.48638,54.40653,53.94464,53.51054
322.5,55.4129,55.18655,54.97683,54.4707,54.34359,53.98543,53.38554
323,55.38656,55.15237,54.95532,54.493,54.32302,53.99045,53.33636
323.5,55.37058,55.13799,54.93034,54.46256,54.32923,53.95009,53.31075
324,55.32025,55.12313,54.92562,54.42843,54.26927,53.87491,53.33586
324.5,55.29632,55.09736,54.89662,54.41226,54.24965,53.8645,53.26825
325,55.27909,55.07183,54.8621,54.37824,54.23821,53.84062,53.18716
325.5,55.24905,55.04387,54.85279,54.35186,54.21875,53.82714,53.19259
326,55.22766,55.02639,54.82241,54.30694,54.19527,53.81934,53.15549
326.5,55.1881,54.98175,54.80057,54.32298,54.22168,53.80863,53.175
327,55.1791,54.96906,54.78604,54.32298,54.16105,53.67559,53.11872
327.5,55.15916,54.92861,54.75757,54.2707,54.12214,53.56981,53.14068
328,55.1195,54.91061,54.69624,54.1985,54.16266,53.53656,53.14986
328.5,55.08765,54.87461,54.67982,54.19741,54.12883,53.48842,53.13539
329,55.06423,54.86178,54.65363,54.08197,54.11229,53.56526,53.09577
329.5,55.0315,54.82236,54.63194,54.13545,54.03691,53.54935,53.09439
